genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
EHA02869_bin.129.fa.gz,181_1,0.020000000000000018,average,fastANI,181
EHA01409_bin.10.fa.gz,181_2,0.020000000000000018,average,fastANI,181
EHA03384_bin.10.fa.gz,181_3,0.020000000000000018,average,fastANI,181
EHA03694_bin.540.fa.gz,181_4,0.020000000000000018,average,fastANI,181
EHA02919_bin.132.fa.gz,181_5,0.020000000000000018,average,fastANI,181
EHA03781_bin.479.fa.gz,181_6,0.020000000000000018,average,fastANI,181
EHA00688_bin.22.fa.gz,181_7,0.020000000000000018,average,fastANI,181
EHA03382_bin.28.fa.gz,181_7,0.020000000000000018,average,fastANI,181
EHA00686_bin.19.fa.gz,181_8,0.020000000000000018,average,fastANI,181
EHA03755_bin.51.fa.gz,181_9,0.020000000000000018,average,fastANI,181
EHA03387_bin.55.fa.gz,181_10,0.020000000000000018,average,fastANI,181
EHA03448_bin.32.fa.gz,181_11,0.020000000000000018,average,fastANI,181
EHA03587_bin.40.fa.gz,181_12,0.020000000000000018,average,fastANI,181
EHA02919_bin.40.fa.gz,182_0,0.020000000000000018,average,fastANI,182
EHA03694_bin.583.fa.gz,183_0,0.020000000000000018,average,fastANI,183
EHA01404_bin.37.fa.gz,184_1,0.020000000000000018,average,fastANI,184
EHA03446_bin.11.fa.gz,184_1,0.020000000000000018,average,fastANI,184
EHA01415_bin.40.fa.gz,184_2,0.020000000000000018,average,fastANI,184
EHA01432_bin.5.fa.gz,184_2,0.020000000000000018,average,fastANI,184
EHA02919_bin.134.fa.gz,184_2,0.020000000000000018,average,fastANI,184
EHA03694_bin.525.fa.gz,184_2,0.020000000000000018,average,fastANI,184
EHA00726_bin.28.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA01426_bin.75.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA01826_bin.2.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA02919_bin.47.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA03420_bin.30.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA03651_bin.82.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA03694_bin.99.fa.gz,185_1,0.020000000000000018,average,fastANI,185
EHA03373_bin.7.fa.gz,185_2,0.020000000000000018,average,fastANI,185
EHA03755_bin.118.fa.gz,186_0,0.020000000000000018,average,fastANI,186
EHA02919_bin.257.fa.gz,187_1,0.020000000000000018,average,fastANI,187
EHA03781_bin.693.fa.gz,187_2,0.020000000000000018,average,fastANI,187
EHA03694_bin.19.fa.gz,188_1,0.020000000000000018,average,fastANI,188
EHA03755_bin.153.fa.gz,188_1,0.020000000000000018,average,fastANI,188
EHA03651_bin.54.fa.gz,188_2,0.020000000000000018,average,fastANI,188
EHA00670_bin.10.fa.gz,189_1,0.020000000000000018,average,fastANI,189
EHA00722_bin.30.fa.gz,189_1,0.020000000000000018,average,fastANI,189
EHA03376_bin.16.fa.gz,189_1,0.020000000000000018,average,fastANI,189
EHA03781_bin.686.fa.gz,189_1,0.020000000000000018,average,fastANI,189
EHA03437_bin.17.fa.gz,189_2,0.020000000000000018,average,fastANI,189
EHA00666_bin.12.fa.gz,190_1,0.020000000000000018,average,fastANI,190
EHA00679_bin.16.fa.gz,190_1,0.020000000000000018,average,fastANI,190
EHA00717_bin.26.fa.gz,190_1,0.020000000000000018,average,fastANI,190
EHA03436_bin.7.fa.gz,190_1,0.020000000000000018,average,fastANI,190
EHA03694_bin.553.fa.gz,191_1,0.020000000000000018,average,fastANI,191
EHA03755_bin.136.fa.gz,191_2,0.020000000000000018,average,fastANI,191
EHA03755_bin.46.fa.gz,192_0,0.020000000000000018,average,fastANI,192
EHA03781_bin.383.fa.gz,193_0,0.020000000000000018,average,fastANI,193
EHA03781_bin.761.fa.gz,194_0,0.020000000000000018,average,fastANI,194
EHA00643_bin.24.fa.gz,195_1,0.020000000000000018,average,fastANI,195
EHA01426_bin.25.fa.gz,195_1,0.020000000000000018,average,fastANI,195
EHA03651_bin.224.fa.gz,195_1,0.020000000000000018,average,fastANI,195
EHA00720_bin.8.fa.gz,196_1,0.020000000000000018,average,fastANI,196
EHA02919_bin.104.fa.gz,196_1,0.020000000000000018,average,fastANI,196
EHA03584_bin.33.fa.gz,197_1,0.020000000000000018,average,fastANI,197
EHA03781_bin.405.fa.gz,197_1,0.020000000000000018,average,fastANI,197
EHA00643_bin.26.fa.gz,198_1,0.020000000000000018,average,fastANI,198
EHA02919_bin.56.fa.gz,198_1,0.020000000000000018,average,fastANI,198
EHA03781_bin.704.fa.gz,199_0,0.020000000000000018,average,fastANI,199
EHA00657_bin.9.fa.gz,200_1,0.020000000000000018,average,fastANI,200
EHA03373_bin.28.fa.gz,200_1,0.020000000000000018,average,fastANI,200
EHA00685_bin.7.fa.gz,200_2,0.020000000000000018,average,fastANI,200
EHA03393_bin.16.fa.gz,200_2,0.020000000000000018,average,fastANI,200
EHA03415_bin.33.fa.gz,200_2,0.020000000000000018,average,fastANI,200
EHA01426_bin.45.fa.gz,200_3,0.020000000000000018,average,fastANI,200
EHA03417_bin.20.fa.gz,200_4,0.020000000000000018,average,fastANI,200
EHA00692_bin.2.fa.gz,200_5,0.020000000000000018,average,fastANI,200
EHA00669_bin.16.fa.gz,201_1,0.020000000000000018,average,fastANI,201
EHA03427_bin.3.fa.gz,201_1,0.020000000000000018,average,fastANI,201
EHA00650_bin.14.fa.gz,202_1,0.020000000000000018,average,fastANI,202
EHA00682_bin.1.fa.gz,202_1,0.020000000000000018,average,fastANI,202
EHA00722_bin.18.fa.gz,202_1,0.020000000000000018,average,fastANI,202
EHA01415_bin.102.fa.gz,202_1,0.020000000000000018,average,fastANI,202
EHA02869_bin.104.fa.gz,202_1,0.020000000000000018,average,fastANI,202
EHA02919_bin.130.fa.gz,202_1,0.020000000000000018,average,fastANI,202
EHA03404_bin.19.fa.gz,202_2,0.020000000000000018,average,fastANI,202
EHA03599_bin.31.fa.gz,202_3,0.020000000000000018,average,fastANI,202
EHA01826_bin.15.fa.gz,202_4,0.020000000000000018,average,fastANI,202
EHA03393_bin.7.fa.gz,202_4,0.020000000000000018,average,fastANI,202
EHA03414_bin.29.fa.gz,202_4,0.020000000000000018,average,fastANI,202
EHA00671_bin.5.fa.gz,202_5,0.020000000000000018,average,fastANI,202
EHA00657_bin.1.fa.gz,203_1,0.020000000000000018,average,fastANI,203
EHA00805_bin.29.fa.gz,203_1,0.020000000000000018,average,fastANI,203
EHA03373_bin.17.fa.gz,203_1,0.020000000000000018,average,fastANI,203
EHA03411_bin.18.fa.gz,203_2,0.020000000000000018,average,fastANI,203
EHA01402_bin.18.fa.gz,204_1,0.020000000000000018,average,fastANI,204
EHA03375_bin.6.fa.gz,204_1,0.020000000000000018,average,fastANI,204
EHA03427_bin.8.fa.gz,204_2,0.020000000000000018,average,fastANI,204
EHA00654_bin.9.fa.gz,204_3,0.020000000000000018,average,fastANI,204
EHA03398_bin.7.fa.gz,204_4,0.020000000000000018,average,fastANI,204
EHA03414_bin.11.fa.gz,204_4,0.020000000000000018,average,fastANI,204
EHA03417_bin.33.fa.gz,204_4,0.020000000000000018,average,fastANI,204
EHA01443_bin.82.fa.gz,204_5,0.020000000000000018,average,fastANI,204
EHA03380_bin.1.fa.gz,204_5,0.020000000000000018,average,fastANI,204
EHA03595_bin.8.fa.gz,204_5,0.020000000000000018,average,fastANI,204
EHA01447_bin.26.fa.gz,204_6,0.020000000000000018,average,fastANI,204
EHA01404_bin.70.fa.gz,204_7,0.020000000000000018,average,fastANI,204
EHA03651_bin.228.fa.gz,205_0,0.020000000000000018,average,fastANI,205
EHA00675_bin.4.fa.gz,206_1,0.020000000000000018,average,fastANI,206
EHA00721_bin.9.fa.gz,206_1,0.020000000000000018,average,fastANI,206
EHA01409_bin.58.fa.gz,206_1,0.020000000000000018,average,fastANI,206
EHA03586_bin.13.fa.gz,206_1,0.020000000000000018,average,fastANI,206
EHA03781_bin.507.fa.gz,206_1,0.020000000000000018,average,fastANI,206
EHA00669_bin.5.fa.gz,206_2,0.020000000000000018,average,fastANI,206
EHA03390_bin.20.fa.gz,206_3,0.020000000000000018,average,fastANI,206
EHA03413_bin.5.fa.gz,206_4,0.020000000000000018,average,fastANI,206
EHA01439_bin.44.fa.gz,206_5,0.020000000000000018,average,fastANI,206
EHA03376_bin.12.fa.gz,206_5,0.020000000000000018,average,fastANI,206
EHA00726_bin.13.fa.gz,206_6,0.020000000000000018,average,fastANI,206
EHA01402_bin.38.fa.gz,206_7,0.020000000000000018,average,fastANI,206
EHA00564_bin.27.fa.gz,207_1,0.020000000000000018,average,fastANI,207
EHA02915_bin.44.fa.gz,207_1,0.020000000000000018,average,fastANI,207
EHA03781_bin.631.fa.gz,207_2,0.020000000000000018,average,fastANI,207
EHA00648_bin.5.fa.gz,207_3,0.020000000000000018,average,fastANI,207
EHA01409_bin.80.fa.gz,207_4,0.020000000000000018,average,fastANI,207
EHA01826_bin.38.fa.gz,207_5,0.020000000000000018,average,fastANI,207
EHA03588_bin.20.fa.gz,207_5,0.020000000000000018,average,fastANI,207
EHA03423_bin.16.fa.gz,207_6,0.020000000000000018,average,fastANI,207
EHA00724_bin.24.fa.gz,207_7,0.020000000000000018,average,fastANI,207
EHA03446_bin.8.fa.gz,207_8,0.020000000000000018,average,fastANI,207
EHA03444_bin.10.fa.gz,207_9,0.020000000000000018,average,fastANI,207
EHA00643_bin.19.fa.gz,207_10,0.020000000000000018,average,fastANI,207
EHA00644_bin.8.fa.gz,207_10,0.020000000000000018,average,fastANI,207
EHA00645_bin.5.fa.gz,207_11,0.020000000000000018,average,fastANI,207
EHA00679_bin.19.fa.gz,207_11,0.020000000000000018,average,fastANI,207
EHA00717_bin.24.fa.gz,207_11,0.020000000000000018,average,fastANI,207
EHA00722_bin.10.fa.gz,207_12,0.020000000000000018,average,fastANI,207
EHA00666_bin.15.fa.gz,207_13,0.020000000000000018,average,fastANI,207
EHA03781_bin.630.fa.gz,207_14,0.020000000000000018,average,fastANI,207
EHA01409_bin.91.fa.gz,208_1,0.020000000000000018,average,fastANI,208
EHA01421_bin.80.fa.gz,208_1,0.020000000000000018,average,fastANI,208
EHA01439_bin.54.fa.gz,208_1,0.020000000000000018,average,fastANI,208
EHA03432_bin.13.fa.gz,208_1,0.020000000000000018,average,fastANI,208
EHA03694_bin.637.fa.gz,208_1,0.020000000000000018,average,fastANI,208
EHA03437_bin.44.fa.gz,208_2,0.020000000000000018,average,fastANI,208
EHA02915_bin.123.fa.gz,209_1,0.020000000000000018,average,fastANI,209
EHA03599_bin.33.fa.gz,209_2,0.020000000000000018,average,fastANI,209
EHA01404_bin.35.fa.gz,209_3,0.020000000000000018,average,fastANI,209
EHA01826_bin.19.fa.gz,209_4,0.020000000000000018,average,fastANI,209
EHA03449_bin.35.fa.gz,209_5,0.020000000000000018,average,fastANI,209
EHA03781_bin.61.fa.gz,209_6,0.020000000000000018,average,fastANI,209
EHA03443_bin.40.fa.gz,209_7,0.020000000000000018,average,fastANI,209
EHA03390_bin.10.fa.gz,210_1,0.020000000000000018,average,fastANI,210
EHA03403_bin.27.fa.gz,210_2,0.020000000000000018,average,fastANI,210
EHA00641_bin.6.fa.gz,210_3,0.020000000000000018,average,fastANI,210
EHA01426_bin.14.fa.gz,210_4,0.020000000000000018,average,fastANI,210
EHA03373_bin.21.fa.gz,210_5,0.020000000000000018,average,fastANI,210
EHA03416_bin.27.fa.gz,210_5,0.020000000000000018,average,fastANI,210
EHA00647_bin.7.fa.gz,210_6,0.020000000000000018,average,fastANI,210
EHA00651_bin.17.fa.gz,210_7,0.020000000000000018,average,fastANI,210
EHA00671_bin.25.fa.gz,210_7,0.020000000000000018,average,fastANI,210
EHA01402_bin.20.fa.gz,210_8,0.020000000000000018,average,fastANI,210
EHA03584_bin.17.fa.gz,210_8,0.020000000000000018,average,fastANI,210
EHA00726_bin.26.fa.gz,210_9,0.020000000000000018,average,fastANI,210
EHA03781_bin.623.fa.gz,210_9,0.020000000000000018,average,fastANI,210
EHA03419_bin.3.fa.gz,210_10,0.020000000000000018,average,fastANI,210
EHA00728_bin.4.fa.gz,210_11,0.020000000000000018,average,fastANI,210
EHA03418_bin.20.fa.gz,210_12,0.020000000000000018,average,fastANI,210
EHA00680_bin.14.fa.gz,210_13,0.020000000000000018,average,fastANI,210
EHA03651_bin.97.fa.gz,210_14,0.020000000000000018,average,fastANI,210
EHA03376_bin.22.fa.gz,210_15,0.020000000000000018,average,fastANI,210
EHA03597_bin.29.fa.gz,210_16,0.020000000000000018,average,fastANI,210
EHA00651_bin.14.fa.gz,211_1,0.020000000000000018,average,fastANI,211
EHA03597_bin.26.fa.gz,211_2,0.020000000000000018,average,fastANI,211
EHA00720_bin.5.fa.gz,211_3,0.020000000000000018,average,fastANI,211
EHA03445_bin.9.fa.gz,211_3,0.020000000000000018,average,fastANI,211
EHA00687_bin.7.fa.gz,211_4,0.020000000000000018,average,fastANI,211
EHA03390_bin.21.fa.gz,211_4,0.020000000000000018,average,fastANI,211
EHA03411_bin.19.fa.gz,211_4,0.020000000000000018,average,fastANI,211
EHA03413_bin.8.fa.gz,211_4,0.020000000000000018,average,fastANI,211
EHA00660_bin.23.fa.gz,211_5,0.020000000000000018,average,fastANI,211
EHA03384_bin.1.fa.gz,211_6,0.020000000000000018,average,fastANI,211
EHA03426_bin.27.fa.gz,211_7,0.020000000000000018,average,fastANI,211
EHA01409_bin.36.fa.gz,211_8,0.020000000000000018,average,fastANI,211
EHA03584_bin.38.fa.gz,211_9,0.020000000000000018,average,fastANI,211
EHA00805_bin.76.fa.gz,212_1,0.020000000000000018,average,fastANI,212
EHA03377_bin.6.fa.gz,212_1,0.020000000000000018,average,fastANI,212
EHA03420_bin.8.fa.gz,212_1,0.020000000000000018,average,fastANI,212
EHA00657_bin.8.fa.gz,212_2,0.020000000000000018,average,fastANI,212
EHA00682_bin.20.fa.gz,213_1,0.020000000000000018,average,fastANI,213
EHA01826_bin.41.fa.gz,213_1,0.020000000000000018,average,fastANI,213
EHA03386_bin.34.fa.gz,213_2,0.020000000000000018,average,fastANI,213
EHA00644_bin.20.fa.gz,213_3,0.020000000000000018,average,fastANI,213
EHA03755_bin.372.fa.gz,213_4,0.020000000000000018,average,fastANI,213
EHA00678_bin.14.fa.gz,213_5,0.020000000000000018,average,fastANI,213
EHA01443_bin.139.fa.gz,213_6,0.020000000000000018,average,fastANI,213
EHA03694_bin.659.fa.gz,213_7,0.020000000000000018,average,fastANI,213
EHA03451_bin.6.fa.gz,213_8,0.020000000000000018,average,fastANI,213
EHA03781_bin.767.fa.gz,213_9,0.020000000000000018,average,fastANI,213
EHA00671_bin.21.fa.gz,214_0,0.020000000000000018,average,fastANI,214
EHA02915_bin.131.fa.gz,215_1,0.020000000000000018,average,fastANI,215
EHA03437_bin.38.fa.gz,215_2,0.020000000000000018,average,fastANI,215
EHA01443_bin.99.fa.gz,215_3,0.020000000000000018,average,fastANI,215
EHA03391_bin.27.fa.gz,215_3,0.020000000000000018,average,fastANI,215
EHA01409_bin.53.fa.gz,215_4,0.020000000000000018,average,fastANI,215
EHA00564_bin.22.fa.gz,216_1,0.020000000000000018,average,fastANI,216
EHA03448_bin.18.fa.gz,216_2,0.020000000000000018,average,fastANI,216
EHA00719_bin.26.fa.gz,216_3,0.020000000000000018,average,fastANI,216
EHA02919_bin.281.fa.gz,216_4,0.020000000000000018,average,fastANI,216
EHA03445_bin.3.fa.gz,216_5,0.020000000000000018,average,fastANI,216
EHA03430_bin.28.fa.gz,216_6,0.020000000000000018,average,fastANI,216
EHA03781_bin.751.fa.gz,216_7,0.020000000000000018,average,fastANI,216
EHA00718_bin.6.fa.gz,216_8,0.020000000000000018,average,fastANI,216
EHA03432_bin.36.fa.gz,216_9,0.020000000000000018,average,fastANI,216
EHA01421_bin.67.fa.gz,216_10,0.020000000000000018,average,fastANI,216
EHA03394_bin.18.fa.gz,216_11,0.020000000000000018,average,fastANI,216
EHA03423_bin.39.fa.gz,216_12,0.020000000000000018,average,fastANI,216
EHA00667_bin.19.fa.gz,216_13,0.020000000000000018,average,fastANI,216
EHA00661_bin.7.fa.gz,217_1,0.020000000000000018,average,fastANI,217
EHA00674_bin.1.fa.gz,217_2,0.020000000000000018,average,fastANI,217
EHA01409_bin.9.fa.gz,217_3,0.020000000000000018,average,fastANI,217
EHA03435_bin.16.fa.gz,217_4,0.020000000000000018,average,fastANI,217
EHA03452_bin.26.fa.gz,217_5,0.020000000000000018,average,fastANI,217
EHA03438_bin.34.fa.gz,217_6,0.020000000000000018,average,fastANI,217
EHA03586_bin.44.fa.gz,217_7,0.020000000000000018,average,fastANI,217
EHA03439_bin.28.fa.gz,217_8,0.020000000000000018,average,fastANI,217
EHA03781_bin.673.fa.gz,217_9,0.020000000000000018,average,fastANI,217
EHA03599_bin.39.fa.gz,217_10,0.020000000000000018,average,fastANI,217
EHA02915_bin.130.fa.gz,217_11,0.020000000000000018,average,fastANI,217
EHA00691_bin.20.fa.gz,217_12,0.020000000000000018,average,fastANI,217
EHA03405_bin.16.fa.gz,217_13,0.020000000000000018,average,fastANI,217
EHA01436_bin.44.fa.gz,217_14,0.020000000000000018,average,fastANI,217
EHA00689_bin.7.fa.gz,217_15,0.020000000000000018,average,fastANI,217
EHA03423_bin.46.fa.gz,217_16,0.020000000000000018,average,fastANI,217
EHA03446_bin.7.fa.gz,217_17,0.020000000000000018,average,fastANI,217
EHA01415_bin.26.fa.gz,218_1,0.020000000000000018,average,fastANI,218
EHA03384_bin.2.fa.gz,218_1,0.020000000000000018,average,fastANI,218
EHA03427_bin.7.fa.gz,218_1,0.020000000000000018,average,fastANI,218
EHA03781_bin.114.fa.gz,218_1,0.020000000000000018,average,fastANI,218
EHA00717_bin.50.fa.gz,219_1,0.020000000000000018,average,fastANI,219
EHA01409_bin.77.fa.gz,219_2,0.020000000000000018,average,fastANI,219
EHA01447_bin.92.fa.gz,219_3,0.020000000000000018,average,fastANI,219
EHA03401_bin.8.fa.gz,219_3,0.020000000000000018,average,fastANI,219
EHA03407_bin.26.fa.gz,219_3,0.020000000000000018,average,fastANI,219
EHA03394_bin.1.fa.gz,219_4,0.020000000000000018,average,fastANI,219
EHA01432_bin.99.fa.gz,219_5,0.020000000000000018,average,fastANI,219
EHA03592_bin.12.fa.gz,219_6,0.020000000000000018,average,fastANI,219
EHA03398_bin.13.fa.gz,219_7,0.020000000000000018,average,fastANI,219
EHA03375_bin.24.fa.gz,219_8,0.020000000000000018,average,fastANI,219
EHA03651_bin.497.fa.gz,219_9,0.020000000000000018,average,fastANI,219
EHA00722_bin.26.fa.gz,220_1,0.020000000000000018,average,fastANI,220
EHA02919_bin.89.fa.gz,220_1,0.020000000000000018,average,fastANI,220
EHA00670_bin.2.fa.gz,220_2,0.020000000000000018,average,fastANI,220
EHA01443_bin.30.fa.gz,220_2,0.020000000000000018,average,fastANI,220
EHA02869_bin.18.fa.gz,220_2,0.020000000000000018,average,fastANI,220
EHA03380_bin.6.fa.gz,220_2,0.020000000000000018,average,fastANI,220
EHA03416_bin.2.fa.gz,220_2,0.020000000000000018,average,fastANI,220
EHA03387_bin.26.fa.gz,221_1,0.020000000000000018,average,fastANI,221
EHA03409_bin.3.fa.gz,221_1,0.020000000000000018,average,fastANI,221
EHA03408_bin.47.fa.gz,221_2,0.020000000000000018,average,fastANI,221
EHA00659_bin.35.fa.gz,221_3,0.020000000000000018,average,fastANI,221
EHA02869_bin.39.fa.gz,221_3,0.020000000000000018,average,fastANI,221
EHA01426_bin.68.fa.gz,221_4,0.020000000000000018,average,fastANI,221
EHA03373_bin.4.fa.gz,222_1,0.020000000000000018,average,fastANI,222
EHA03781_bin.249.fa.gz,222_1,0.020000000000000018,average,fastANI,222
EHA03407_bin.1.fa.gz,223_0,0.020000000000000018,average,fastANI,223
EHA01432_bin.4.fa.gz,224_1,0.020000000000000018,average,fastANI,224
EHA03755_bin.35.fa.gz,224_2,0.020000000000000018,average,fastANI,224
EHA03396_bin.28.fa.gz,224_3,0.020000000000000018,average,fastANI,224
EHA01415_bin.91.fa.gz,224_4,0.020000000000000018,average,fastANI,224
EHA03781_bin.76.fa.gz,224_5,0.020000000000000018,average,fastANI,224
EHA01426_bin.19.fa.gz,224_6,0.020000000000000018,average,fastANI,224
EHA00667_bin.6.fa.gz,225_1,0.020000000000000018,average,fastANI,225
EHA00719_bin.17.fa.gz,225_1,0.020000000000000018,average,fastANI,225
EHA01409_bin.38.fa.gz,225_1,0.020000000000000018,average,fastANI,225
EHA03781_bin.564.fa.gz,226_0,0.020000000000000018,average,fastANI,226
EHA03651_bin.39.fa.gz,227_1,0.020000000000000018,average,fastANI,227
EHA03694_bin.353.fa.gz,227_1,0.020000000000000018,average,fastANI,227
EHA02915_bin.78.fa.gz,227_2,0.020000000000000018,average,fastANI,227
EHA01404_bin.58.fa.gz,228_1,0.020000000000000018,average,fastANI,228
EHA01439_bin.50.fa.gz,228_1,0.020000000000000018,average,fastANI,228
EHA03433_bin.12.fa.gz,228_1,0.020000000000000018,average,fastANI,228
EHA03694_bin.642.fa.gz,228_1,0.020000000000000018,average,fastANI,228
EHA03448_bin.20.fa.gz,229_0,0.020000000000000018,average,fastANI,229
EHA03403_bin.26.fa.gz,230_1,0.020000000000000018,average,fastANI,230
EHA03755_bin.22.fa.gz,230_1,0.020000000000000018,average,fastANI,230
EHA01404_bin.129.fa.gz,230_2,0.020000000000000018,average,fastANI,230
EHA03651_bin.126.fa.gz,230_3,0.020000000000000018,average,fastANI,230
EHA01439_bin.8.fa.gz,231_1,0.020000000000000018,average,fastANI,231
EHA03416_bin.16.fa.gz,231_1,0.020000000000000018,average,fastANI,231
EHA03437_bin.28.fa.gz,231_2,0.020000000000000018,average,fastANI,231
EHA03651_bin.127.fa.gz,231_3,0.020000000000000018,average,fastANI,231
EHA03438_bin.15.fa.gz,231_4,0.020000000000000018,average,fastANI,231
EHA00666_bin.10.fa.gz,232_1,0.020000000000000018,average,fastANI,232
EHA00717_bin.46.fa.gz,232_1,0.020000000000000018,average,fastANI,232
EHA00645_bin.17.fa.gz,232_2,0.020000000000000018,average,fastANI,232
EHA00662_bin.13.fa.gz,232_3,0.020000000000000018,average,fastANI,232
EHA03694_bin.451.fa.gz,232_4,0.020000000000000018,average,fastANI,232
EHA03781_bin.210.fa.gz,233_0,0.020000000000000018,average,fastANI,233
EHA01443_bin.22.fa.gz,234_1,0.020000000000000018,average,fastANI,234
EHA03694_bin.181.fa.gz,234_1,0.020000000000000018,average,fastANI,234
EHA02919_bin.18.fa.gz,234_2,0.020000000000000018,average,fastANI,234
EHA03430_bin.12.fa.gz,234_3,0.020000000000000018,average,fastANI,234
EHA03651_bin.56.fa.gz,235_0,0.020000000000000018,average,fastANI,235
EHA03376_bin.5.fa.gz,236_0,0.020000000000000018,average,fastANI,236
EHA03438_bin.9.fa.gz,237_0,0.020000000000000018,average,fastANI,237
EHA03781_bin.384.fa.gz,238_0,0.020000000000000018,average,fastANI,238
EHA00689_bin.4.fa.gz,239_1,0.020000000000000018,average,fastANI,239
EHA03694_bin.17.fa.gz,239_1,0.020000000000000018,average,fastANI,239
EHA03781_bin.675.fa.gz,240_0,0.020000000000000018,average,fastANI,240
EHA03781_bin.740.fa.gz,241_0,0.020000000000000018,average,fastANI,241
EHA03694_bin.286.fa.gz,242_1,0.020000000000000018,average,fastANI,242
EHA03781_bin.72.fa.gz,242_2,0.020000000000000018,average,fastANI,242
EHA03442_bin.11.fa.gz,243_0,0.020000000000000018,average,fastANI,243
EHA03442_bin.10.fa.gz,244_1,0.020000000000000018,average,fastANI,244
EHA03781_bin.222.fa.gz,244_2,0.020000000000000018,average,fastANI,244
EHA00691_bin.2.fa.gz,245_1,0.020000000000000018,average,fastANI,245
EHA03694_bin.282.fa.gz,245_2,0.020000000000000018,average,fastANI,245
EHA00717_bin.33.fa.gz,246_1,0.020000000000000018,average,fastANI,246
EHA02919_bin.219.fa.gz,246_1,0.020000000000000018,average,fastANI,246
EHA03781_bin.221.fa.gz,246_2,0.020000000000000018,average,fastANI,246
EHA01443_bin.47.fa.gz,246_3,0.020000000000000018,average,fastANI,246
EHA03694_bin.10.fa.gz,247_1,0.020000000000000018,average,fastANI,247
EHA03781_bin.528.fa.gz,247_2,0.020000000000000018,average,fastANI,247
EHA03414_bin.28.fa.gz,248_1,0.020000000000000018,average,fastANI,248
EHA03781_bin.285.fa.gz,248_1,0.020000000000000018,average,fastANI,248
EHA01415_bin.44.fa.gz,248_2,0.020000000000000018,average,fastANI,248
EHA03651_bin.85.fa.gz,248_2,0.020000000000000018,average,fastANI,248
EHA03417_bin.3.fa.gz,248_3,0.020000000000000018,average,fastANI,248
EHA01432_bin.39.fa.gz,249_1,0.020000000000000018,average,fastANI,249
EHA03694_bin.641.fa.gz,249_1,0.020000000000000018,average,fastANI,249
EHA01432_bin.113.fa.gz,250_1,0.020000000000000018,average,fastANI,250
EHA03694_bin.375.fa.gz,250_1,0.020000000000000018,average,fastANI,250
EHA03781_bin.41.fa.gz,251_0,0.020000000000000018,average,fastANI,251
EHA01826_bin.69.fa.gz,252_1,0.020000000000000018,average,fastANI,252
EHA03395_bin.29.fa.gz,252_2,0.020000000000000018,average,fastANI,252
EHA03377_bin.24.fa.gz,252_3,0.020000000000000018,average,fastANI,252
EHA03755_bin.218.fa.gz,252_3,0.020000000000000018,average,fastANI,252
EHA03412_bin.25.fa.gz,252_4,0.020000000000000018,average,fastANI,252
EHA03375_bin.34.fa.gz,252_5,0.020000000000000018,average,fastANI,252
EHA03651_bin.495.fa.gz,252_6,0.020000000000000018,average,fastANI,252
EHA03694_bin.234.fa.gz,252_7,0.020000000000000018,average,fastANI,252
EHA01426_bin.103.fa.gz,252_8,0.020000000000000018,average,fastANI,252
EHA03440_bin.17.fa.gz,252_9,0.020000000000000018,average,fastANI,252
EHA03781_bin.67.fa.gz,252_10,0.020000000000000018,average,fastANI,252
EHA02919_bin.120.fa.gz,252_11,0.020000000000000018,average,fastANI,252
EHA00657_bin.21.fa.gz,252_12,0.020000000000000018,average,fastANI,252
EHA00659_bin.10.fa.gz,252_12,0.020000000000000018,average,fastANI,252
EHA00656_bin.13.fa.gz,252_13,0.020000000000000018,average,fastANI,252
EHA03401_bin.23.fa.gz,252_14,0.020000000000000018,average,fastANI,252
EHA03410_bin.21.fa.gz,252_15,0.020000000000000018,average,fastANI,252
EHA03382_bin.45.fa.gz,252_16,0.020000000000000018,average,fastANI,252
EHA03403_bin.14.fa.gz,252_17,0.020000000000000018,average,fastANI,252
EHA03389_bin.12.fa.gz,252_18,0.020000000000000018,average,fastANI,252
EHA00691_bin.3.fa.gz,252_19,0.020000000000000018,average,fastANI,252
EHA03380_bin.23.fa.gz,252_20,0.020000000000000018,average,fastANI,252
EHA01443_bin.113.fa.gz,252_21,0.020000000000000018,average,fastANI,252
EHA03416_bin.14.fa.gz,253_1,0.020000000000000018,average,fastANI,253
EHA03421_bin.23.fa.gz,253_1,0.020000000000000018,average,fastANI,253
EHA03694_bin.235.fa.gz,253_2,0.020000000000000018,average,fastANI,253
EHA00660_bin.19.fa.gz,254_0,0.020000000000000018,average,fastANI,254
EHA03417_bin.8.fa.gz,255_0,0.020000000000000018,average,fastANI,255
EHA03438_bin.29.fa.gz,256_1,0.020000000000000018,average,fastANI,256
EHA03755_bin.270.fa.gz,256_1,0.020000000000000018,average,fastANI,256
EHA00726_bin.5.fa.gz,256_2,0.020000000000000018,average,fastANI,256
EHA00727_bin.5.fa.gz,256_3,0.020000000000000018,average,fastANI,256
EHA03694_bin.669.fa.gz,256_4,0.020000000000000018,average,fastANI,256
EHA00651_bin.40.fa.gz,257_1,0.020000000000000018,average,fastANI,257
